Africa	n. 非洲
siphon	n. 存水弯;虹吸管\nv. 抽取
sir	n. 老兄;先生;爵士
siren	adj. 女海妖的;诱人的\nn. 汽笛;塞壬
sister	n. 姐妹
sisterly	adj. 姐妹般的;姐妹的\nadv. 姐妹般地
sit	v. 骑;坐
site	n. 地方;地皮\nv. 给...择址;设置
situated	adj. 位于...的
situation	n. 情况;位置
six	n. 第六;六
sixteen	n. 第十六;十六
sixteenth	n. 第十六
sixth	n. 第六;六分之一
sixtieth	n. 第六十
sixty	n. 第六十;六十
sizable	adj. 相当大的
size	n. 尺码;大\nv. 相比;给...上涂料
sizzle	n. 兴奋;咝咝声\nv. 触犯;热极
skate	n. 冰鞋;溜冰\nv. 滑冰
skateboard	n. 滑板
skein	n. 一绞;一群\nv. 把...绕成绞
skeleton	n. 骨架;骨骼
skeptical	adj. 怀疑的
sketch	n. 草图;概述\n概述;草图;画草图
sketchy	adj. 不完全的;草图似的
skewer	n. 串肉扦;扦\nv. 刺穿;用扦串住
ski	n. 滑橇;雪板\nv. 在...上滑雪;滑雪
skid	n. 打滑;垫木\nv. 打滑;疾行
skilful	adj. 有技术的
skill	n. 技术;熟练性
skilled	adj. 有技能的
skim	adj. 撇过的\nn. 掠过;撇\nv. 飞速掠过;浏览
skimp	adj. 不足的\nv. 舍不得给;克俭
skin	n. 皮;外皮\nv. 剥去...的皮;蜕皮
skinflint	n. 吝啬鬼
skinny	adj. 不足的;皮的;皮包骨的
skip	n. 蹦跳;跳进\nv. 跳;跳越
skipper	n. 船长;队长\nv. 当...的船长;当...的队长
skirmish	n. 争论\nv. 搜索
skirt	n. 挡板;裙子\nv. 绕开;位于边缘
skit	n. 讽刺话;若干;幽默短剧
skittish	adj. 易变的;易紧张的
skulk	n. 躲藏者\nv. 躲避责任;躲藏
skull	n. 颅骨;脑袋
skullcap	n. 头顶;无檐便帽
skunk	n. 卑鄙的人;臭鼬\nv. 不付...的帐;彻底击败
sky	n. 苍天;天
skylark	n. 云雀\nv. 嬉闹
skylight	n. 天窗;天光
skyline	n. 地平线;架空索
skyscraper	n. 摩天楼;三角天帆
slab	adj. 半流体的\nn. 厚板;厚板状物\nv. 使成原板;用板料铺
slack	adj. 松的;松闲的\nn. 松弛;松闲\nv. 放松;减缓
slacken	v. 放松;减缓
slake	v. 消解;熟化
slam	n. 猛关;满贯\nv. 使劲关;闯
slander	n. 诽谤;口头诽谤\nv. 诽谤
slanderous	adj. 诽谤的
slang	n. 行话;俚语\nv. 欺骗;辱骂\nsling的过去式
slangy	adj. 俚语的
slant	n. 倾斜;斜线号\nv. 倾斜;斜穿
slap	adv. 恰好地;直接地\nn. 打击;掴\nv. 涂抹;掴
slapdash	adj. 轻率的\nadv. 猛然;轻率地
slash	n. 鞭打;砍;叉口\nv. 鞭打;砍
slate	n. 板岩;石板\nv. 提;预定
slattern	n. 荡妇\nv. 消耗掉
slaty	adj. 板岩的;石板色的
slaughter	n. 惨败;屠杀\nv. 屠杀;屠宰
slave	n. 奴隶\nv. 使从属;使做奴隶
slaver	n. 奉承;口水\nv. 奉承;淌口水
slavery	n. 奴隶身份;奴隶制
slavish	adj. 奴隶般的;奴隶的
slay	v. 杀;消灭
sled	n. 雪橇;摘棉机\nv. 用雪橇运;乘雪橇
sledge	n. 重型运输雪橇\nv. 乘雪橇
sleek	adj. 光滑的;油光的\nv. 掩盖;滑动
sleep	n. 昏睡;睡眠\nv. 供...睡觉;睡
sleeper	n. 卧车;枕木
sleepless	adj. 不眠的;警觉的
sleepy	adj. 寂静的;想睡的
sleet	n. 冻雨;雨凇\nv. 下冻雨
sleeve	n. 套筒;袖子
sleigh	n. 轻便有座雪橇\nv. 驾轻便有座雪橇
slender	adj. 苗条的;细的
sleuth	n. 大猎犬;侦探\nv. 当侦探
slew	n. 转向;泥沼\nv. 使转向;转向\nslay的过去式
slice	n. 薄刀;薄片\nv. 切;切开
slick	adj. 精明的;圆滑的\nadv. 径直;平滑地\nn. 光滑水面;修光工具\nv. 打扮;使光滑
slide	n. 滑道;滑行\nv. 打滑;滑行
sliding	adj. 滑行的;可变的
slight	adj. 少量的;纤细的\nn. 冷落;轻视\nv. 忽视;看轻
slim	adj. 机灵的;微薄的\nv. 减轻体重
slime	n. 黏泥\nv. 覆有黏液
slimy	adj. 污秽的;黏泥的
sling	n. 吊带;吊索\nv. 吊;抛
slink	adj. 早产的\nn. 体弱的动物\nv. 不足月产下
slip	n. 失脚;片\nv. 滑落;滑行
slipknot	n. 活结
slipper	n. 浅口便鞋
slippery	adj. 滑的;油滑的
slipshod	adj. 马虎的
slipway	n. 滑道;船台
slit	n. 狭长的口子\nv. 切掉;切开
slither	v. 使滑下;滑下
slobber	n. 口水\nv. 淌出;淌口水
slogan	n. 标语;战斗呐喊
slop	n. 泥浆;水坑\nv. 过分;溢出
slope	n. 倾斜;斜面\nv. 扛;走
sloppy	adj. 潮湿的;溅湿的
slops	n. 剩饭;残渣
slosh	n. 涉水而行\nv. 液体动荡
slot	n. 翼缝;足迹;空位\nv. 踢入门;跟踪;安置
sloth	n. 缓慢;懒散
slough	n. 泥坑;沼泽\nv. 逮捕;蜕
slow	adj. 耗时的;慢的\nadv. 慢慢地\nv. 放慢;放慢速度
slowcoach	n. 懒散的人;守旧的人
sluggard	adj. 懒怠的\nn. 懒怠的人
sluggish	adj. 不好动的;慢慢的
sluice	n. 泄水管;蓄水;水闸\nv. 冲洗;淘洗
slum	n. 贫民;贫民窟\nv. 去贫民窟
slumber	n. 静止状态;睡眠\nv. 静止;麻痹
slump	n. 倒下;跌落\nv. 倒下;弯垂
slur	n. 蹭污;污点\nv. 对...疏忽;被蹭污
slush	n. 烂泥\nv. 给...灌砂浆;溅泼
slut	n. 荡妇;女郎
sly	adj. 诡秘的;狡猾的
smack	adv. 恰好\nn. 含意;少量\nv. 掴;咂
small	adj. 细小的;小的\nn. 狭窄部分;小件物品
smart	adj. 聪明的;漂亮的\nadv. 聪明地;漂亮地\nn. 聪明;剧痛\nv. 引起...剧痛;感到剧痛
smarten	v. 使漂亮;打扮
smash	adj. 轰动一时的\nadv. 以哗啦一响\nn. 猛击;钱\nv. 打碎;压扁
smattering	n. 略知;少数
smear	n. 涂片;污迹\nv. 诽谤;弄脏
smell	n. 气味;嗅觉\nv. 感觉到;嗅
smile	n. 欢快;微笑\nv. 露出;惠及
smirch	n. 诽谤;污迹\nv. 弄脏;污蔑
smirk	n. 假笑;傻笑\nv. 假笑;傻笑
smite	v. 打出;打倒;深感不安
smith	n. 创造者;锻工;工匠
smithy	n. 铁匠;铁匠铺
smock	n. 罩衣\nv. 给...穿罩衣
smog	n. 烟幕;烟雾
smoke	n. 抽烟;烟\nv. 抽;熏制
smoker	n. 吸烟室;吸烟者
smokestack	n. 大烟囱
smoky	adj. 冒气的;冒烟的
smooth	adj. 光溜的;磨平的\nv. 弄平;铺平
smother	n. 窒息状态\nv. 把...闷熄;阴燃
smudge	n. 污迹;熏烟火堆\nv. 弄脏;用烟熏
smug	adj. 整洁的;自命不凡的
smuggle	v. 偷运;走私
smut	n. 煤灰;污垢\nv. 弄脏;被弄脏
snack	n. 快餐;一份;零食\nv. 吃快餐;尖刻地说
snag	n. 潜在的困难;抽丝\nv. 挂住;抓获
snail	n. 蜗牛;极慢的速度
snake	n. 奸险的人;蛇\nv. 拖曳;蛇行
snaky	adj. 多蛇的;蛇的
snap	adj. 迅速的;摁扣的\nn. 厉声;劈啪声\nv. 发吧嗒声;喀嚓折断
snappy	adj. 敏捷的
snapshot	n. 急射;快照
snare	n. 陷阱;罗网\nv. 捕捉;勉强取得
snarl	n. 狂吠;咆哮\nv. 狂吠;咆哮
snatch	n. 夺;片断\nv. 夺;想要夺
sneak	adj. 偷偷的;突然的\nn. 告密生\nv. 偷窃;偷偷地做
sneer	n. 嗤笑\nv. 发哧声;嗤笑
sneeze	n. 喷嚏;抓捕\nv. 抓捕;打喷嚏
sniff	n. 气息;吸气\nv. 觉察出;嗅
snigger	n. 暗笑\nv. 窃笑
snip	n. 剪\nv. 剪;削减
snipe	n. 狙击;沙锥\nv. 狙击;打鹬
snippet	n. 小片
snob	n. 势利的人;鞋匠
snobbish	adj. 势利的
snooker	v. 欺骗;阻挠
snoop	n. 窥探行为;窥探者\nv. 窥探
snooper	n. 窥探者
snooze	n. 打盹\nv. 打盹消磨;打盹
snore	n. 打鼾;鼾声\nv. 鼾睡度过;打鼾
snorkel	n. 水下通气管\nv. 使用水下通气管潜航
snort	n. 喷鼻息;吸毒\nv. 喷出;吸
snout	n. 口鼻部;口吻状物
snow	n. 下雪期;雪\nv. 用雪困住;下雪
snowball	n. 雪球\nv. 向...扔雪球;扔雪球
snowbound	adj. 被雪困住的
snowdrift	n. 香雪球;雪堆
snowdrop	n. 宪兵;雪花莲
snowflake	n. 雪花;雪片莲
snowshoe	n. 便衣警察;雪鞋\nv. 穿雪鞋行走
snowstorm	n. 雪暴;掼奶油
snowy	adj. 似雪的;雪的
snub	adj. 制动用的\nn. 冷落\nv. 冷落;严厉斥责
snuff	n. 生气;烛花;鼻烟\nv. 扼杀;嗅
snuffle	n. 鼻音;假惺惺\nv. 带鼻音说;嗅
snug	adj. 温暖舒适的\nn. 温暖舒适的地方\nv. 使紧身;隐藏
snuggle	n. 舒适的蜷伏\nv. 使偎依
so	adv. 啊;同样\nconj. 为了;因此
soak	n. 浸泡;湿透\nv. 浸泡;渗透
soap	n. 钱;皂\nv. 贿赂;缩小
soapy	adj. 肥皂的;含肥皂的
soar	v. 高飞;高耸
sob	n. 畜生;呜咽\nv. 哭得使;呜咽
sober	adj. 适度的;未醉的\nv. 使冷静;醒酒
sobriety	n. 冷静;适度
soccer	n. 英式足球
sociable	adj. 好交际的;社交的\nn. 社交聚会
social	adj. 社会的\nn. 社会保险;社交聚会
socialism	n. 社会主义
socialist	adj. 社会党的\nn. 社会党人
socialite	n. 社会活动积极分子
socialize	v. 参加社交
society	n. 阶层;社会
sociology	n. 社会学
sock	n. 短袜;套子\nv. 储;打
socket	n. 插座;窝\nv. 给...配插座
sod	n. 故乡;家伙\nv. 用草皮铺;诅咒\nseethe的过去式
soda	n. 钠;苏打
sofa	n. 沙发
soft	adj. 轻的;柔滑的\nadv. 柔软地;嘘
softball	n. 垒球;垒球运动
soften	v. 使变暗;使软
softness	n. 柔软
software	n. 软件
soggy	adj. 沉闷的;浸水的
soil	n. 大地;国土\nv. 腐蚀;弄脏
sojourn	n. 逗留\nv. 逗留
solace	n. 安慰;安慰物\nv. 安慰;减轻
solar	adj. 太阳的
solarium	n. 日光浴室;日晷
solder	n. 焊料;接合物\nv. 焊;联结
soldier	n. 军事家;士兵
sole	adj. 单独的;仅有的\nn. 底部;鳎\nv. 给...装底
solecism	n. 谬误;失礼
solemn	adj. 隆重的;严肃的
solemnity	n. 必要形式;庄严
solemnize	v. 隆重庆祝;使庄严
solicit	v. 请求;招揽
solicitor	n. 请求者;推销员
solicitous	adj. 关心的;挂念的
solicitude	n. 关心
solid	adj. 固体的;牢固的\nadv. 肯定;全部地\nn. 固体;固形物
solidarity	n. 团结工会;团结一致
solidify	v. 固化;结晶
solidity	n. 固态;固体
soliloquy	n. 独白;自言自语
solitary	adj. 单独的;单个的\nn. 单独监禁;独居者
solitude	n. 单独;偏僻
solo	adv. 以独力\nn. 独奏曲\nv. 单飞;独唱
soloist	n. 独奏演员
solstice	n. 至;至点
soluble	adj. 可解答的;可溶的
solution	n. 解;解决
solve	v. 解;解决
solvent	adj. 有溶解力的\nn. 解决办法;溶剂
sombre	adj. 昏暗的;严峻的
some	pron. 很多;一些
somebody	pron. 某人
someday	adv. 来日
somehow	adv. 不知何故
someone	pron. 某人
somersault	n. 筋斗\nv. 翻筋斗
something	pron. 某;某物
sometime	adj. 不常有的;一度的
sometimes	adv. 以前;有时
somewhat	adv. 有点
somewhere	pron. 某处
somnolent	adj. 促睡的;瞌睡的
son	n. 儿子;女婿
sonar	n. 声纳
sonata	n. 器乐曲;奏鸣曲
song	n. 歌;诗歌
sonic	adj. 声波的;声速的
sonorous	adj. 响亮的;作响的
soon	adv. 不久;早
soot	n. 煤烟;炭黑色\nv. 用煤烟污染
soothe	v. 安慰;减轻
sop	n. 面包片;一摊\nv. 浸;吸干
sophism	n. 诡辩;谬论
sophist	n. 诡辩者;学者
sophistry	n. 诡辩;谬论
soporific	adj. 催眠的\nn. 催眠药
soprano	adj. 女高音的\nn. 女高音
sorcerer	n. 男巫
sorcery	n. 巫术;魅力
sordid	adj. 肮脏的;悲惨的
sore	adj. 悲伤的;痛的\nn. 痛处
sorrow	n. 悲伤;悔憾\nv. 哀痛;懊悔
sorrowful	adj. 忧愁的
sorry	adj. 难过的;内疚的
sort	n. 性质;种类\nv. 拣出;符合
sorter	n. 分类机;分类者
sortie	n. 出击;出击部队\nv. 出击
soul	n. 精神;灵魂
sound	adj. 健康的;牢固的\nn. 声;音\nv. 宣告;发音
soundtrack	n. 电影配乐;声迹
soup	n. 汤;马
sour	adj. 发酵的;酸的\nv. 变酸;发酵
source	n. 出处;源
south	adj. 南部的;在南方的\nadv. 向南方\nn. 南;南部
southeast	adj. 在东南的\nadv. 向东南\nn. 东南
southerly	adj. 南的
southern	adj. 向南方的
southward	adj. 向南的\nadv. 向南
southwards	adv. 向南
southwest	adj. 在西南的\nadv. 向西南\nn. 西南;西南部
souvenir	n. 记念品
sovereign	adj. 最高的\nn. 领袖;主权国家
sow	n. 大母猪;懒猪\nv. 播种;传播
soya	n. 大豆
spa	n. 矿泉;游览胜地
space	n. 场地;空间\nv. 分隔开;留间隔
spacecraft	n. 航天器
spaceship	n. 宇宙飞船
spacious	adj. 广大的;开阔的
spade	n. 铲;黑桃\nv. 用铲挖掘;铲
spangle	n. 软赘\nv. 闪烁发光
spank	n. 啪的一声;拍打\nv. 严厉斥责;掴
spanner	n. 扳紧器;横跨之物
spar	n. 翼梁;圆材\nv. 用栓闩紧;争论
spare	adj. 备用的;剩下的\nn. 备件;姘妇\nv. 节约;宽容
sparerib	n. 小排骨
spark	n. 火花;闪光\nv. 点燃;激励
sparkle	n. 发泡;火花\nv. 闪烁;焕发
sparrow	n. 歌雀;麻省
sparse	adj. 很小的;稀薄的
spartan	adj. 简朴的;艰苦的
spasm	n. 痉挛;突发
spasmodic	adj. 间歇的;痉挛的
spate	n. 大量;大水
spatial	adj. 空间的
spatter	n. 飞溅声;溅\nv. 溅;溅污
speak	v. 讲;说
speaker	n. 代言人;说话者
speaking	n. 说话\nadj. 说话的
spear	v. 刺;用矛刺
spearhead	n. 矛头;先锋\nv. 当...的先锋
special	adj. 特殊的;异常的\nn. 特刊;专列
specialist	n. 专家;专科医生
speciality	n. 特点;特殊性
specialize	v. 使专化;专门
specially	adv. 特地;尤其
specialty	n. 精制品;专门
specie	n. 硬币
species	n. 种;种类
specific	adj. 明确的;特有的\nn. 特效药;特性
specify	v. 具体指定;明确地讲
specimen	n. 样本
specious	adj. 虚伪的
speck	n. 斑点;烂斑\nv. 使产生斑点
speckle	n. 小斑点\nv. 使弄上斑点
specs	n. 说明书;眼镜
spectacle	n. 公开展示;景象
spectator	adj. 适合体育观众的\nn. 观众之一;旁观者
spectral	adj. 错觉的;谱的
spectre	n. 鬼怪
spectrum	n. 频谱;谱
speculate	v. 怀疑;推测
speech	n. 说话;说话方式
speechless	adj. 沉默的
speed	n. 快;速率\nv. 促进;快走
speedway	n. 高速车道;摩托车赛
speedy	adj. 快的;即时的
spell	n. 符咒;魔力\nv. 拼作;拼字
spellbound	adj. 入迷的
spend	v. 花;用
sperm	n. 精液;精子
spew	v. 呕出;喷出
sphere	n. 球;星;领域
spherical	adj. 球的;球形的
spheroid	adj. 球状的\nn. 棒状;球体
spice	n. 趣味;香料\nv. 加香料于
spider	n. 星形轮;蜘蛛
spike	n. 大钉;穗\nv. 摔球触地
spill	n. 溢出;裂片\nv. 摔下;溢出
spin	n. 疾驰;旋转\nv. 纺;吐
spinach	n. 菠菜;菠菜叶
spinal	adj. 棘的;脊的\nn. 脊髓麻醉
spindle	n. 纺锤体;绕线杆;纱锭\nv. 装锭子于;长得细长
spindly	adj. 细长的
spine	n. 骨气;脊柱
spineless	adj. 无脊柱的;懦弱的
spinning	n. 纺纱;旋转
spiral	adj. 螺线的;螺旋的\nn. 螺线;螺旋\nv. 螺旋形行进
spire	n. 螺旋;尖塔\nv. 给...装尖塔;发芽
spirit	n. 精神;灵魂\nv. 鼓励;偷偷地走
spiritless	adj. 无生命的
spiritual	adj. 精神的\nn. 黑人的圣歌
spirituous	adj. 含酒精的;蒸馏的
spit	n. 吐;岬\nv. 喷;捅
spite	n. 不幸;恶意\nv. 恶意对待
spiteful	adj. 恶意的
spittle	n. 沫;唾沫
spittoon	n. 痰盂
splash	adv. 以扑通一声\nn. 溅;溅起的水\nv. 溅;飞溅
splay	adj. 倾斜的\nn. 八字面;张开\nv. 展开;倾斜
spleen	n. 坏脾气;脾
splendid	adj. 有光彩的;壮丽的
splendour	n. 光辉;显赫
splice	n. 结婚;拼接\nv. 胶接;拼接
splint	n. 薄木条;夹板条\nv. 扶持
splinter	n. 裂片\nv. 使分裂;分裂
split	n. 分裂;裂口\nv. 分担;劈开
splutter	n. 劈啪声\nv. 喷溅;发劈啪声
spoil	n. 目的物;战利品\nv. 宠坏;损坏
spoilsport	n. 扫兴者
spoke	n. 辐条\nspeak的过去式
spokesman	n. 发言人
sponge	n. 海绵;纱布\nv. 采集海绵
sponger	n. 用海绵擦洗的人
spongy	adj. 多孔的;海绵的
sponsor	n. 保人;倡议者\nv. 倡议;发起
spoof	n. 哄骗\nv. 哄骗;行骗
spook	n. 鬼;间谍\nv. 代写;吓唬
spool	n. 线轴状物;卷筒\nv. 绕;绕线
spoon	n. 匙;傻瓜\nv. 使成匙形;用匙舀
spoonful	n. 一匙的量
spoor	n. 足迹\nv. 跟踪追赶
sporadic	adj. 分散的;孤立的
sport	n. 玩笑;游戏;运动\nv. 夸示;浪费
sportive	adj. 爱玩耍的;闹着玩的
sportsman	n. 愿意冒险的人;运动员
spot	n. 疤点;点子\nv. 使有污渍;玷污
spotless	adj. 没有污点的
spotlight	n. 聚光灯\nv. 聚光照明
spotter	n. 观察员
spouse	n. 配偶\nv. 和...结婚
spout	n. 喷口;水柱\nv. 把...当掉;喷出
sprain	n. 扭伤\nv. 扭
sprat	n. 年轻人;西鲱
sprawl	n. 蔓生;毅力\nv. 使蔓生;蔓生
spray	n. 浪花;喷雾\nv. 喷;向...扫射
spread	n. 翼展;展开\nv. 撒;涂
spree	n. 狂饮作乐;嬉戏
sprig	n. 小枝;子孙\nv. 用匍匐茎繁殖
sprightly	adj. 生气勃勃的
spring	n. 弹性;反弹;春天\nv. 惊起;跳
springtide	n. 大潮
springtime	n. 初期;春天
springy	adj. 泉水多的;有弹性的
sprinkle	n. 洒;少量\nv. 喷湿;洒
sprinkler	n. 喷洒器;洒水者
sprint	v. 冲刺
sprite	n. 鬼怪;鬼魂
sprout	n. 后裔;新芽\nv. 长出;发芽
spruce	adj. 整洁漂亮的\nn. 花旗松;云杉\nv. 欺骗;说谎
spry	adj. 充满活力的
spud	n. 除草铲;土豆\nv. 开始钻
spume	n. 泡沫\nv. 起泡沫
spur	n. 刺激;距\nv. 促进;策马飞驰
spurious	adj. 假的;私生的
spurn	n. 绊跌;踢\nv. 践踏;踢
spurt	n. 喷射流\nv. 喷射;急剧上升
spy	n. 间谍;密探\nv. 看见;侦察出
squabble	n. 争吵\nv. 弄乱;争吵
squad	n. 班;小队\nv. 把...编成班;指派...到班
squadron	n. 骑兵中队;中队
squalid	adj. 肮脏的;卑鄙的
squall	n. 高声喊叫;飑\nv. 尖声高叫;起飑
squalor	n. 肮脏;卑鄙
squander	n. 浪费\nv. 浪费;浪荡
square	adj. 成直角的;正方形的\nadv. 成正方形;成直角\nn. 方格;广场\nv. 符合;结清
squash	adv. 挤压地\nn. 挤压;硬挤\nv. 粉碎;硬放
squat	adj. 低矮的;蹲着的\nn. 蹲;窝\nv. 蹲;坐
squawk	n. 诉苦;夜鹭\nv. 大声叫出;诉苦
squeak	n. 侥幸逃脱;助手\nv. 告密;勉强通过
squeal	n. 抱怨;火腿\nv. 抱怨;告密
squeamish	adj. 易呕吐的;易受惊的
squeeze	n. 紧握;榨\nv. 紧握;榨
squelch	n. 嘎吱声\nv. 压碎;镇压
squib	n. 讽刺短文;小爆竹\nv. 放;信口讲
squint	adj. 斜的;斜视的\nn. 眯眼;斜视\nv. 眯起;使斜视
squirm	n. 蠕动\nv. 局促不安;蠕动
squirrel	n. 松鼠
squirt	n. 喷射;喷射器\nv. 喷射;喷
stab	n. 刺;猛的一击\nv. 刺;刺伤
stability	n. 稳定;稳固
stabilize	v. 使稳定;稳定
stable	adj. 固定的;坚定的\nn. 厩;牛棚\nv. 把...拴进厩
stack	n. 大量;排气管\nv. 洗...作弊;形成堆
stadium	n. 体育场
staff	n. 工作班子;全体职员\nv. 雇用
stag	adj. 限于男子的\nadv. 无异性陪伴地\nn. 成年牡鹿;幼马\nv. 告发;截短
stage	n. 舞台;戏剧;阶段\nv. 举办;展现
stagger	n. 斜罩;摇晃\nv. 摇晃;犹豫
stagnant	adj. 不发展的;不活跃的
stagnate	v. 不发展;不流动
stain	n. 染色;色斑\nv. 沾污;玷污
stainless	adj. 不锈的;无污点的
stair	n. 楼梯;梯级
staircase	n. 楼梯
stairway	n. 楼梯
stake	n. 桩;赌本\nv. 资助;打赌
stalactite	n. 钟乳石;钟乳石状
stalagmite	n. 石笋;石笋状
stale	adj. 陈腐的;污浊的\nn. 尿;笑柄\nv. 低估;撒尿
stalemate	n. 僵持;无子可动\nv. 使僵持
stalk	n. 柄;茎\nv. 在...蔓延;蔓延
stall	n. 货摊;马厩\nv. 熄火;拖延
stalwart	adj. 坚定的;强壮的\nn. 坚定分子;健壮的人
stamina	n. 体力;耐力\nstamen的复数
stammer	n. 结巴\nv. 结结巴巴地说话
stamp	n. 标志;印\nv. 被捣碎;跺脚
stampede	n. 蜂拥;惊跑\nv. 蜂拥;惊跑
stanch	v. 缓和;使不漏
stanchion	n. 拴牛枷;支柱\nv. 用支柱加固
stand	n. 停住;站立\nv. 经受;容忍
standard	adj. 标准的;普通的\nn. 标准
standpoint	n. 立场
standstill	n. 累倒;停止
stank	n. 池子;水沟\nstink的过去式
staple	adj. 短纤维的;最重要的\nn. U形钉;订书钉\nv. 把...分级
star	n. 星;星宿\nv. 用星装饰;当明星
starboard	adj. 右舷的\nn. 右舷\nv. 向右转
starch	n. 淀粉;刻板\nv. 给...上浆
starchy	adj. 淀粉似的;刻板的
stare	n. 惊恐;凝视\nv. 凝视;倒竖
starfish	n. 海星
stark	adj. 僵直的;严格的\nadv. 明显地;完全
starling	n. 掠鸟;分水桩
start	n. 惊跳;开始\nv. 出现;惊动
starter	n. 参赛人;发令员
startle	n. 惊吓\nv. 使惊吓;惊吓
startup	n. 开始\nv. 开始
starvation	n. 饥饿;匮乏
starve	v. 强迫;挨饿
state	n. 心情;形态\nv. 陈述;确定
stateless	adj. 无隆重礼仪的
stately	adj. 宏伟的;威严的\nadv. 宏伟地;威严地
statement	n. 陈述;声明
statesman	n. 政治家;自耕农
static	adj. 静的;静止的\nn. 静电;指责
statical	adj. 静止的
station	n. 车站;站\nv. 安置
stationary	adj. 定居的;固定的
stationer	n. 书商;文具商
stationery	n. 文具;信笺信封
statistic	n. 统计量
statistics	n. 统计;统计学
statue	n. 雕像;造型游戏
statuesque	adj. 雕像般的;庄严的
statuette	n. 小雕像
stature	n. 高度;身高
status	n. 地位;法律地位
statute	n. 成文法;章程
statutory	adj. 成文法的;法定的
staunch	adj. 防水的;牢固的
stave	n. 棍;梯级\nv. 打穿;快走
stay	n. 逗留;停止\nv. 停止;延迟
stead	n. 地方;替代\nv. 对...有用
steadfast	adj. 坚定的
steadily	adv. 稳健地
steady	adj. 惯常的;稳的\nadv. 把定;预备\nn. 固定支架;情侣\nv. 使稳;变稳
steak	n. 牛排;鱼块
steal	n. 偷盗\nv. 偷盗;偷垒
stealth	n. 潜入;偷窃
steam	n. 力量;水汽\nv. 发出;蒸发
steamer	n. 汽船;蒸汽机
steamship	n. 汽船
steamy	adj. 蒸汽的
steel	n. 钢;钢条\nv. 给...包上钢;用刀戳
steely	adj. 钢的;似钢的
steep	adj. 陡的;过高的\nn. 陡坡;泡\nv. 陡斜;泡
steeple	n. 尖顶;锥形体
steer	n. 错误指点;阉公牛\nv. 为...操舵;指导
steerage	n. 操舵;统舱
steersman	n. 舵手
stele	n. 墓碑;石柱
stellar	adj. 明星的;星的
stem	n. 柄;干\nv. 堵住;堵塞
stench	n. 臭气
stencil	n. 模版;图案\nv. 用模版印刷
stentorian	adj. 极洪亮的
step	n. 步;步态\nv. 跨;踩
stepfather	n. 继父
stepmother	n. 继母
steppe	n. 大草原;干草原
stepsister	n. 同父异母的姐姐
stereo	n. 立体声;铅版
stereotype	n. 陈规;铅版\nv. 使成为陈规
sterile	adj. 不生育的;消过毒的
